,work_year,Continent,Country,Longitude,Latitude,company_location,company_size,employee_residence,job_title,employment_type,experience_level,salary_currency,salary_in_usd,salary_in_usd_pro_month,salary_in_usd_pro_week,salary_in_usd_pro_day,remote_ratio
1968,2024,North America,United States,-95.7129,37.0902,US,L,US,Data Scientist,FT,SE,USD,143200,11933.333333333334,2753.846153846154,392.32876712328766,0
1969,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,316000,26333.333333333332,6076.923076923077,865.7534246575342,0
1970,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,202000,16833.333333333332,3884.6153846153848,553.4246575342465,0
1971,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,270000,22500.0,5192.307692307692,739.7260273972603,100
1972,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,180000,15000.0,3461.5384615384614,493.1506849315069,100
1973,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Machine Learning Engineer,FT,SE,GBP,157500,13125.0,3028.846153846154,431.5068493150685,0
1974,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Machine Learning Engineer,FT,SE,GBP,146250,12187.5,2812.5,400.6849315068493,0
1975,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,220000,18333.333333333332,4230.7692307692305,602.7397260273973,0
1976,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,176000,14666.666666666666,3384.6153846153848,482.1917808219178,0
1977,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,243000,20250.0,4673.076923076923,665.7534246575342,0
1978,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,192000,16000.0,3692.3076923076924,526.027397260274,0
1979,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Software Engineer,FT,SE,USD,269000,22416.666666666668,5173.076923076923,736.986301369863,100
1980,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Software Engineer,FT,SE,USD,158000,13166.666666666666,3038.4615384615386,432.8767123287671,100
1981,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,EN,USD,140000,11666.666666666666,2692.3076923076924,383.56164383561645,0
1982,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,EN,USD,110000,9166.666666666666,2115.3846153846152,301.36986301369865,0
1983,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,222000,18500.0,4269.2307692307695,608.2191780821918,0
1984,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,148000,12333.333333333334,2846.153846153846,405.47945205479454,0
1985,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
1986,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
1987,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Backend Engineer,FT,SE,USD,120000,10000.0,2307.6923076923076,328.7671232876712,0
1988,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Backend Engineer,FT,SE,USD,90000,7500.0,1730.7692307692307,246.57534246575344,0
1989,2024,North America,United States,-95.7129,37.0902,US,M,US,Backend Engineer,FT,MI,USD,143750,11979.166666666666,2764.423076923077,393.83561643835617,0
1990,2024,North America,United States,-95.7129,37.0902,US,M,US,Backend Engineer,FT,MI,USD,116979,9748.25,2249.596153846154,320.49041095890414,0
1991,2024,North America,United States,-95.7129,37.0902,US,M,US,Backend Engineer,FT,SE,USD,190000,15833.333333333334,3653.846153846154,520.5479452054794,100
1992,2024,North America,United States,-95.7129,37.0902,US,M,US,Backend Engineer,FT,SE,USD,140000,11666.666666666666,2692.3076923076924,383.56164383561645,100
1993,2024,North America,United States,-95.7129,37.0902,US,M,US,Backend Engineer,FT,SE,USD,210000,17500.0,4038.4615384615386,575.3424657534247,0
1994,2024,North America,United States,-95.7129,37.0902,US,M,US,Backend Engineer,FT,SE,USD,160000,13333.333333333334,3076.923076923077,438.35616438356163,0
1995,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,EN,USD,187415,15617.916666666666,3604.1346153846152,513.4657534246576,0
1996,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,EN,USD,114080,9506.666666666666,2193.846153846154,312.54794520547944,0
1997,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,196200,16350.0,3773.076923076923,537.5342465753424,0
1998,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,118800,9900.0,2284.6153846153848,325.47945205479454,0
1999,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,231100,19258.333333333332,4444.2307692307695,633.1506849315068,0
2000,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,172300,14358.333333333334,3313.4615384615386,472.05479452054794,0
2001,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,284000,23666.666666666668,5461.538461538462,778.082191780822,0
2002,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,189000,15750.0,3634.6153846153848,517.8082191780821,0
2003,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,206000,17166.666666666668,3961.5384615384614,564.3835616438356,0
2004,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,106605,8883.75,2050.096153846154,292.06849315068496,0
2005,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,339250,28270.833333333332,6524.038461538462,929.4520547945206,0
2006,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,180000,15000.0,3461.5384615384614,493.1506849315069,0
2007,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,276000,23000.0,5307.692307692308,756.1643835616438,0
2008,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,148000,12333.333333333334,2846.153846153846,405.47945205479454,0
2009,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Governance Lead,FT,SE,USD,160000,13333.333333333334,3076.923076923077,438.35616438356163,100
2010,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Governance Lead,FT,SE,USD,140000,11666.666666666666,2692.3076923076924,383.56164383561645,100
2011,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,258750,21562.5,4975.961538461538,708.9041095890411,0
2012,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,140000,11666.666666666666,2692.3076923076924,383.56164383561645,0
2013,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,200000,16666.666666666668,3846.153846153846,547.945205479452,0
2014,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,96000,8000.0,1846.1538461538462,263.013698630137,0
2015,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,218500,18208.333333333332,4201.923076923077,598.6301369863014,100
2016,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,141100,11758.333333333334,2713.4615384615386,386.5753424657534,100
2017,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Specialist,FT,MI,USD,77500,6458.333333333333,1490.3846153846155,212.32876712328766,0
2018,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Specialist,FT,MI,USD,60000,5000.0,1153.8461538461538,164.3835616438356,0
2019,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,273500,22791.666666666668,5259.615384615385,749.3150684931506,0
2020,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,126600,10550.0,2434.6153846153848,346.8493150684931,0
2021,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,242974,20247.833333333332,4672.576923076923,665.6821917808219,100
2022,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,101239,8436.583333333334,1946.9038461538462,277.36712328767123,100
2023,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Scientist,FT,MI,USD,200000,16666.666666666668,3846.153846153846,547.945205479452,0
2024,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Scientist,FT,MI,USD,150000,12500.0,2884.6153846153848,410.958904109589,0
2025,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,126800,10566.666666666666,2438.4615384615386,347.3972602739726,0
2026,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,126800,10566.666666666666,2438.4615384615386,347.3972602739726,0
2027,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,215300,17941.666666666668,4140.384615384615,589.8630136986301,0
2028,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,143500,11958.333333333334,2759.6153846153848,393.1506849315069,0
2029,2024,South America,Brazil,-51.9253,-14.235,BR,M,BR,Analytics Engineer,FT,SE,USD,50000,4166.666666666667,961.5384615384615,136.986301369863,100
2030,2024,South America,Brazil,-51.9253,-14.235,BR,M,BR,Analytics Engineer,FT,SE,USD,35000,2916.6666666666665,673.0769230769231,95.89041095890411,100
2031,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Analytics Engineer,FT,SE,GBP,87500,7291.666666666667,1682.6923076923076,239.72602739726028,100
2032,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Analytics Engineer,FT,SE,GBP,87500,7291.666666666667,1682.6923076923076,239.72602739726028,100
2033,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,225000,18750.0,4326.923076923077,616.4383561643835,0
2034,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
2035,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,190000,15833.333333333334,3653.846153846154,520.5479452054794,0
2036,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,125800,10483.333333333334,2419.230769230769,344.6575342465753,0
2037,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,220000,18333.333333333332,4230.7692307692305,602.7397260273973,0
2038,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,159400,13283.333333333334,3065.3846153846152,436.71232876712327,0
2039,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,228267,19022.25,4389.75,625.3890410958904,100
2040,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,155636,12969.666666666666,2993.0,426.4,100
2041,2024,North America,United States,-95.7129,37.0902,US,L,US,Applied Scientist,FT,SE,USD,212800,17733.333333333332,4092.3076923076924,583.013698630137,0
2042,2024,North America,United States,-95.7129,37.0902,US,L,US,Applied Scientist,FT,SE,USD,129400,10783.333333333334,2488.4615384615386,354.52054794520546,0
2043,2024,North America,United States,-95.7129,37.0902,US,L,US,Applied Scientist,FT,MI,USD,222200,18516.666666666668,4273.076923076923,608.7671232876712,0
2044,2024,North America,United States,-95.7129,37.0902,US,L,US,Applied Scientist,FT,MI,USD,136000,11333.333333333334,2615.3846153846152,372.6027397260274,0
2045,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,SE,USD,180000,15000.0,3461.5384615384614,493.1506849315069,100
2046,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,SE,USD,150000,12500.0,2884.6153846153848,410.958904109589,100
2047,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,180000,15000.0,3461.5384615384614,493.1506849315069,0
2048,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,140000,11666.666666666666,2692.3076923076924,383.56164383561645,0
2049,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,185000,15416.666666666666,3557.6923076923076,506.8493150684931,0
2050,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,125000,10416.666666666666,2403.846153846154,342.4657534246575,0
2051,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,285200,23766.666666666668,5484.615384615385,781.3698630136986,0
2052,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,163000,13583.333333333334,3134.6153846153848,446.5753424657534,0
2053,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,316900,26408.333333333332,6094.2307692307695,868.2191780821918,0
2054,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,181100,15091.666666666666,3482.6923076923076,496.16438356164383,0
2055,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,119100,9925.0,2290.3846153846152,326.3013698630137,0
2056,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,119100,9925.0,2290.3846153846152,326.3013698630137,0
2057,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,119100,9925.0,2290.3846153846152,326.3013698630137,0
2058,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,119100,9925.0,2290.3846153846152,326.3013698630137,0
2059,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,250000,20833.333333333332,4807.692307692308,684.931506849315,100
2060,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,205000,17083.333333333332,3942.3076923076924,561.6438356164383,100
2061,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,140000,11666.666666666666,2692.3076923076924,383.56164383561645,100
2062,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,120000,10000.0,2307.6923076923076,328.7671232876712,100
2063,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,65000,5416.666666666667,1250.0,178.08219178082192,0
2064,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,65000,5416.666666666667,1250.0,178.08219178082192,0
2065,2024,North America,United States,-95.7129,37.0902,US,M,US,Business Intelligence Engineer,FT,MI,USD,270000,22500.0,5192.307692307692,739.7260273972603,0
2066,2024,North America,United States,-95.7129,37.0902,US,M,US,Business Intelligence Engineer,FT,MI,USD,149400,12450.0,2873.076923076923,409.3150684931507,0
2067,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,200000,16666.666666666668,3846.153846153846,547.945205479452,0
2068,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,150000,12500.0,2884.6153846153848,410.958904109589,0
2069,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,175000,14583.333333333334,3365.3846153846152,479.45205479452056,0
2070,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,160000,13333.333333333334,3076.923076923077,438.35616438356163,0
2071,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,283780,23648.333333333332,5457.307692307692,777.4794520547945,0
2072,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,218540,18211.666666666668,4202.692307692308,598.7397260273973,0
2073,2024,North America,United States,-95.7129,37.0902,US,M,US,Business Intelligence Analyst,FT,SE,USD,151400,12616.666666666666,2911.5384615384614,414.7945205479452,0
2074,2024,North America,United States,-95.7129,37.0902,US,M,US,Business Intelligence Analyst,FT,SE,USD,105200,8766.666666666666,2023.076923076923,288.2191780821918,0
2075,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,245400,20450.0,4719.2307692307695,672.3287671232877,0
2076,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,139000,11583.333333333334,2673.076923076923,380.82191780821915,0
2077,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,208800,17400.0,4015.3846153846152,572.054794520548,0
2078,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,98300,8191.666666666667,1890.3846153846155,269.3150684931507,0
2079,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Scientist,FT,SE,USD,200200,16683.333333333332,3850.0,548.4931506849315,0
2080,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Scientist,FT,SE,USD,189245,15770.416666666666,3639.326923076923,518.4794520547945,0
2081,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,530000,44166.666666666664,10192.307692307691,1452.054794520548,0
2082,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,360000,30000.0,6923.076923076923,986.3013698630137,0
2083,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,530000,44166.666666666664,10192.307692307691,1452.054794520548,0
2084,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,360000,30000.0,6923.076923076923,986.3013698630137,0
2085,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,530000,44166.666666666664,10192.307692307691,1452.054794520548,0
2086,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,360000,30000.0,6923.076923076923,986.3013698630137,0
2087,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,190000,15833.333333333334,3653.846153846154,520.5479452054794,0
2088,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,150000,12500.0,2884.6153846153848,410.958904109589,0
2089,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,135000,11250.0,2596.153846153846,369.86301369863014,0
2090,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,108000,9000.0,2076.923076923077,295.8904109589041,0
2091,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,SE,USD,132100,11008.333333333334,2540.3846153846152,361.9178082191781,0
2092,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,SE,USD,93700,7808.333333333333,1801.923076923077,256.71232876712327,0
2093,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,530000,44166.666666666664,10192.307692307691,1452.054794520548,0
2094,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,MI,USD,360000,30000.0,6923.076923076923,986.3013698630137,0
2095,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Quality Analyst,FT,SE,USD,206500,17208.333333333332,3971.153846153846,565.7534246575342,0
2096,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Quality Analyst,FT,SE,USD,121500,10125.0,2336.5384615384614,332.8767123287671,0
2097,2024,North America,United States,-95.7129,37.0902,US,M,US,Cloud Database Administrator,FT,SE,USD,196650,16387.5,3781.730769230769,538.7671232876712,0
2098,2024,North America,United States,-95.7129,37.0902,US,M,US,Cloud Database Administrator,FT,SE,USD,118150,9845.833333333334,2272.1153846153848,323.6986301369863,0
2099,2024,North America,United States,-95.7129,37.0902,US,M,US,Cloud Database Administrator,FT,SE,USD,138000,11500.0,2653.846153846154,378.0821917808219,100
2100,2024,North America,United States,-95.7129,37.0902,US,M,US,Cloud Database Administrator,FT,SE,USD,86000,7166.666666666667,1653.8461538461538,235.6164383561644,100
2101,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,203000,16916.666666666668,3903.846153846154,556.1643835616438,0
2102,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,186846,15570.5,3593.1923076923076,511.9068493150685,0
2103,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,158200,13183.333333333334,3042.3076923076924,433.4246575342466,0
2104,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,65600,5466.666666666667,1261.5384615384614,179.72602739726028,0
2105,2024,North America,United States,-95.7129,37.0902,US,M,US,Computer Vision Engineer,FT,MI,USD,208000,17333.333333333332,4000.0,569.8630136986301,0
2106,2024,North America,United States,-95.7129,37.0902,US,M,US,Computer Vision Engineer,FT,MI,USD,141340,11778.333333333334,2718.076923076923,387.2328767123288,0
2107,2024,North America,United States,-95.7129,37.0902,US,M,US,BI Analyst,FT,SE,USD,162819,13568.25,3131.1346153846152,446.0794520547945,100
2108,2024,North America,United States,-95.7129,37.0902,US,M,US,BI Analyst,FT,SE,USD,95776,7981.333333333333,1841.8461538461538,262.4,100
2109,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,197500,16458.333333333332,3798.076923076923,541.0958904109589,0
2110,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,132500,11041.666666666666,2548.076923076923,363.013698630137,0
2111,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,181600,15133.333333333334,3492.3076923076924,497.5342465753425,100
2112,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,116100,9675.0,2232.6923076923076,318.0821917808219,100
2113,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,119800,9983.333333333334,2303.846153846154,328.2191780821918,100
2114,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,75000,6250.0,1442.3076923076924,205.4794520547945,100
2115,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,177632,14802.666666666666,3416.0,486.66301369863015,100
2116,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,106371,8864.25,2045.5961538461538,291.42739726027395,100
2117,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,280000,23333.333333333332,5384.615384615385,767.1232876712329,0
2118,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,230000,19166.666666666668,4423.076923076923,630.1369863013699,0
2119,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,154273,12856.083333333334,2966.7884615384614,422.6657534246575,0
2120,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,114028,9502.333333333334,2192.846153846154,312.4054794520548,0
2121,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Strategist,FT,MI,USD,202730,16894.166666666668,3898.653846153846,555.4246575342465,100
2122,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Strategist,FT,MI,USD,92118,7676.5,1771.5,252.37808219178083,100
2123,2024,North America,United States,-95.7129,37.0902,US,M,US,MLOps Engineer,FT,SE,USD,314800,26233.333333333332,6053.846153846154,862.4657534246576,100
2124,2024,North America,United States,-95.7129,37.0902,US,M,US,MLOps Engineer,FT,SE,USD,119200,9933.333333333334,2292.3076923076924,326.5753424657534,100
2125,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,106700,8891.666666666666,2051.923076923077,292.32876712328766,0
2126,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,57700,4808.333333333333,1109.6153846153845,158.08219178082192,0
2127,2024,North America,United States,-95.7129,37.0902,US,M,US,Applied Scientist,FT,SE,USD,250200,20850.0,4811.538461538462,685.4794520547945,0
2128,2024,North America,United States,-95.7129,37.0902,US,M,US,Applied Scientist,FT,SE,USD,117200,9766.666666666666,2253.846153846154,321.09589041095893,0
2129,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analytics Manager,FT,MI,USD,155000,12916.666666666666,2980.769230769231,424.6575342465753,0
2130,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analytics Manager,FT,MI,USD,145000,12083.333333333334,2788.4615384615386,397.26027397260276,0
2131,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,MI,USD,223100,18591.666666666668,4290.384615384615,611.2328767123288,0
2132,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,MI,USD,148200,12350.0,2850.0,406.027397260274,0
2133,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,SE,USD,158200,13183.333333333334,3042.3076923076924,433.4246575342466,0
2134,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,SE,USD,112600,9383.333333333334,2165.3846153846152,308.4931506849315,0
2135,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,150200,12516.666666666666,2888.4615384615386,411.5068493150685,0
2136,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,71500,5958.333333333333,1375.0,195.8904109589041,0
2137,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,250200,20850.0,4811.538461538462,685.4794520547945,0
2138,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,117200,9766.666666666666,2253.846153846154,321.09589041095893,0
2139,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,366000,30500.0,7038.461538461538,1002.7397260273973,0
2140,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,208000,17333.333333333332,4000.0,569.8630136986301,0
2141,2024,North America,Mexico,-102.5528,23.6345,MX,M,MX,Business Intelligence Developer,FT,MI,USD,40000,3333.3333333333335,769.2307692307693,109.58904109589041,0
2142,2024,North America,Mexico,-102.5528,23.6345,MX,M,MX,Business Intelligence Developer,FT,MI,USD,35000,2916.6666666666665,673.0769230769231,95.89041095890411,0
2143,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Scientist,FT,MI,USD,208000,17333.333333333332,4000.0,569.8630136986301,0
2144,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Scientist,FT,MI,USD,143000,11916.666666666666,2750.0,391.7808219178082,0
2145,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Scientist,FT,SE,USD,250200,20850.0,4811.538461538462,685.4794520547945,0
2146,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Scientist,FT,SE,USD,117200,9766.666666666666,2253.846153846154,321.09589041095893,0
2147,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Research Analyst,FT,EN,USD,100144,8345.333333333334,1925.8461538461538,274.36712328767123,0
2148,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Research Analyst,FT,EN,USD,78308,6525.666666666667,1505.923076923077,214.54246575342466,0
2149,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,235400,19616.666666666668,4526.923076923077,644.931506849315,0
2150,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,212109,17675.75,4079.019230769231,581.1205479452054,0
2151,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,165000,13750.0,3173.076923076923,452.05479452054794,0
2152,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,143000,11916.666666666666,2750.0,391.7808219178082,0
2153,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,284900,23741.666666666668,5478.846153846154,780.5479452054794,0
